CN1015464B  |||  S: 1 E: 11  |||  NN
固化  |||  S: 3955 E: 3957  |||  VV
制品  |||  S: 3957 E: 3959  |||  NN
又  |||  S: 3959 E: 3960  |||  AD
使  |||  S: 3960 E: 3961  |||  VV
橡胶  |||  S: 3961 E: 3963  |||  NN
膨胀  |||  S: 3963 E: 3965  |||  NN
，  |||  S: 3965 E: 3966  |||  PU
以便  |||  S: 3966 E: 3968  |||  AD
在  |||  S: 3968 E: 3969  |||  P
制品  |||  S: 3969 E: 3971  |||  NN
固  |||  S: 3971 E: 3972  |||  AD
化  |||  S: 3972 E: 3973  |||  VV
期间  |||  S: 3973 E: 3975  |||  NN
对  |||  S: 3975 E: 3976  |||  P
它  |||  S: 3976 E: 3977  |||  PN
施加  |||  S: 3977 E: 3979  |||  VV
压力  |||  S: 3979 E: 3981  |||  NN
。  |||  S: 3981 E: 3982  |||  PU
压力  |||  S: 3982 E: 3984  |||  NN
衬垫  |||  S: 3984 E: 3986  |||  NN
也  |||  S: 3986 E: 3987  |||  AD
被  |||  S: 3987 E: 3988  |||  SB
称为  |||  S: 3988 E: 3990  |||  VV
受  |||  S: 3990 E: 3991  |||  VV
限制  |||  S: 3991 E: 3993  |||  VV
的  |||  S: 3993 E: 3994  |||  DEC
橡胶  |||  S: 3994 E: 3996  |||  NN
模具  |||  S: 3996 E: 3998  |||  NN
。  |||  S: 3998 E: 3999  |||  PU
在  |||  S: 3999 E: 4000  |||  P
受  |||  S: 4000 E: 4001  |||  VV
限制  |||  S: 4001 E: 4003  |||  VV
的  |||  S: 4003 E: 4004  |||  DEC
橡胶  |||  S: 4004 E: 4006  |||  NN
模具  |||  S: 4006 E: 4008  |||  NN
中  |||  S: 4008 E: 4009  |||  LC
经常  |||  S: 4009 E: 4011  |||  AD
要求  |||  S: 4011 E: 4013  |||  VV
有  |||  S: 4013 E: 4014  |||  VE
高  |||  S: 4014 E: 4015  |||  VA
的  |||  S: 4015 E: 4016  |||  DEC
导热性  |||  S: 4016 E: 4019  |||  NN
。  |||  S: 4019 E: 4020  |||  PU
提高  |||  S: 4020 E: 4022  |||  VV
导热性  |||  S: 4022 E: 4025  |||  NN
允许  |||  S: 4025 E: 4027  |||  VV
在  |||  S: 4027 E: 4028  |||  P
加压  |||  S: 4028 E: 4030  |||  NN
期间  |||  S: 4030 E: 4032  |||  NN
更快  |||  S: 4032 E: 4034  |||  AD
加热  |||  S: 4034 E: 4036  |||  VV
制品  |||  S: 4036 E: 4038  |||  NN
。  |||  S: 4038 E: 4039  |||  PU
通常  |||  S: 4039 E: 4041  |||  AD
采用  |||  S: 4041 E: 4043  |||  VV
铝粉  |||  S: 4043 E: 4045  |||  NN
，  |||  S: 4045 E: 4046  |||  PU
因为  |||  S: 4046 E: 4048  |||  P
它  |||  S: 4048 E: 4049  |||  PN
有  |||  S: 4049 E: 4050  |||  VE
良好  |||  S: 4050 E: 4052  |||  VA
的  |||  S: 4052 E: 4053  |||  DEC
导热性  |||  S: 4053 E: 4056  |||  NN
，  |||  S: 4056 E: 4057  |||  PU
密度  |||  S: 4057 E: 4059  |||  NN
低  |||  S: 4059 E: 4060  |||  VA
，  |||  S: 4060 E: 4061  |||  PU
价格  |||  S: 4061 E: 4063  |||  NN
便宜  |||  S: 4063 E: 4065  |||  VA
。  |||  S: 4065 E: 4066  |||  PU
但是  |||  S: 4066 E: 4068  |||  AD
加进  |||  S: 4068 E: 4070  |||  VV
金属  |||  S: 4070 E: 4072  |||  NN
添加剂  |||  S: 4072 E: 4075  |||  NN
减小  |||  S: 4075 E: 4077  |||  VV
在  |||  S: 4077 E: 4078  |||  P
混合料  |||  S: 4078 E: 4081  |||  NN
中  |||  S: 4081 E: 4082  |||  LC
的  |||  S: 4082 E: 4083  |||  DEG
聚合物  |||  S: 4083 E: 4086  |||  NN
量  |||  S: 4086 E: 4087  |||  NN
，  |||  S: 4087 E: 4088  |||  PU
因而  |||  S: 4088 E: 4090  |||  AD
降低  |||  S: 4090 E: 4092  |||  VV
了  |||  S: 4092 E: 4093  |||  AS
热膨胀  |||  S: 4093 E: 4096  |||  NN
能力  |||  S: 4096 E: 4098  |||  NN
。  |||  S: 4098 E: 4099  |||  PU
金属  |||  S: 4099 E: 4101  |||  NN
添加剂  |||  S: 4101 E: 4104  |||  NN
也  |||  S: 4104 E: 4105  |||  AD
提高  |||  S: 4105 E: 4107  |||  VV
了  |||  S: 4107 E: 4108  |||  AS
模具  |||  S: 4108 E: 4110  |||  NN
用  |||  S: 4110 E: 4111  |||  VV
橡胶  |||  S: 4111 E: 4113  |||  NN
的  |||  S: 4113 E: 4114  |||  DEG
硬度  |||  S: 4114 E: 4116  |||  NN
，  |||  S: 4116 E: 4117  |||  PU
降低  |||  S: 4117 E: 4119  |||  VV
了  |||  S: 4119 E: 4120  |||  AS
在  |||  S: 4120 E: 4121  |||  P
加压  |||  S: 4121 E: 4123  |||  VV
下  |||  S: 4123 E: 4124  |||  LC
它  |||  S: 4124 E: 4125  |||  PN
对  |||  S: 4125 E: 4126  |||  P
不  |||  S: 4126 E: 4127  |||  AD
规则  |||  S: 4127 E: 4129  |||  VV
形状  |||  S: 4129 E: 4131  |||  NN
制品  |||  S: 4131 E: 4133  |||  NN
的  |||  S: 4133 E: 4134  |||  DEG
可塑性  |||  S: 4134 E: 4137  |||  NN
。  |||  S: 4137 E: 4138  |||  PU
虽然  |||  S: 4138 E: 4140  |||  CS
已经  |||  S: 4140 E: 4142  |||  AD
采用  |||  S: 4142 E: 4144  |||  VV
若干  |||  S: 4144 E: 4146  |||  CD
种  |||  S: 4146 E: 4147  |||  M
模塑  |||  S: 4147 E: 4149  |||  NN
方法  |||  S: 4149 E: 4151  |||  NN
在  |||  S: 4151 E: 4152  |||  P
高温  |||  S: 4152 E: 4154  |||  NN
和  |||  S: 4154 E: 4155  |||  CC
加压  |||  S: 4155 E: 4157  |||  VV
下  |||  S: 4157 E: 4158  |||  JJ
模塑  |||  S: 4158 E: 4160  |||  NN
复合  |||  S: 4160 E: 4162  |||  JJ
材料  |||  S: 4162 E: 4164  |||  NN
（  |||  S: 4164 E: 4165  |||  PU
例如  |||  S: 4165 E: 4167  |||  AD
，  |||  S: 4167 E: 4168  |||  PU
压缩  |||  S: 4168 E: 4170  |||  NN
模塑  |||  S: 4170 E: 4172  |||  VV
、  |||  S: 4172 E: 4173  |||  PU
利用  |||  S: 4173 E: 4175  |||  VV
柔性袋  |||  S: 4175 E: 4178  |||  NN
或  |||  S: 4178 E: 4179  |||  CC
压力  |||  S: 4179 E: 4181  |||  NN
容器  |||  S: 4181 E: 4183  |||  NN
的  |||  S: 4183 E: 4184  |||  DEG
等压  |||  S: 4184 E: 4186  |||  JJ
加压  |||  S: 4186 E: 4188  |||  NN
模塑  |||  S: 4188 E: 4190  |||  NN
、  |||  S: 4190 E: 4191  |||  PU
压力  |||  S: 4191 E: 4193  |||  NN
衬垫模  |||  S: 4193 E: 4196  |||  NN
塑  |||  S: 4196 E: 4197  |||  NN
）  |||  S: 4197 E: 4198  |||  PU
，  |||  S: 4198 E: 4199  |||  PU
但  |||  S: 4199 E: 4200  |||  CC
这些  |||  S: 4200 E: 4202  |||  DT
方法  |||  S: 4202 E: 4204  |||  NN
都  |||  S: 4204 E: 4205  |||  AD
存在  |||  S: 4205 E: 4207  |||  VV
一些  |||  S: 4207 E: 4209  |||  CD
问题  |||  S: 4209 E: 4211  |||  NN
（  |||  S: 4211 E: 4212  |||  PU
例如  |||  S: 4212 E: 4214  |||  AD
气袋  |||  S: 4214 E: 4216  |||  NN
泄漏  |||  S: 4216 E: 4218  |||  VV
）  |||  S: 4218 E: 4219  |||  PU
。  |||  S: 4219 E: 4220  |||  PU
因此  |||  S: 4220 E: 4222  |||  AD
，  |||  S: 4222 E: 4223  |||  PU
一直  |||  S: 4223 E: 4225  |||  AD
在  |||  S: 4225 E: 4226  |||  P
寻找  |||  S: 4226 E: 4228  |||  VV
复合  |||  S: 4228 E: 4230  |||  JJ
材料  |||  S: 4230 E: 4232  |||  NN
的  |||  S: 4232 E: 4233  |||  DEC
新  |||  S: 4233 E: 4234  |||  JJ
模塑  |||  S: 4234 E: 4236  |||  NN
方法  |||  S: 4236 E: 4238  |||  NN
，  |||  S: 4238 E: 4239  |||  PU
即使  |||  S: 4239 E: 4241  |||  CS
在  |||  S: 4241 E: 4242  |||  P
加压  |||  S: 4242 E: 4244  |||  NN
物质  |||  S: 4244 E: 4246  |||  NN
和  |||  S: 4246 E: 4247  |||  CC
制品  |||  S: 4247 E: 4249  |||  NN
之间  |||  S: 4249 E: 4251  |||  LC
的  |||  S: 4251 E: 4252  |||  DEG
隔离  |||  S: 4252 E: 4254  |||  NN
层  |||  S: 4254 E: 4255  |||  NN
存在  |||  S: 4255 E: 4257  |||  VV
少量  |||  S: 4257 E: 4259  |||  CD
的  |||  S: 4259 E: 4260  |||  DEG
漏洞  |||  S: 4260 E: 4262  |||  NN
，  |||  S: 4262 E: 4263  |||  PU
也  |||  S: 4263 E: 4264  |||  AD
不致  |||  S: 4264 E: 4266  |||  AD
丧失  |||  S: 4266 E: 4268  |||  VV
压力  |||  S: 4268 E: 4270  |||  NN
。  |||  S: 4270 E: 4271  |||  PU
本  |||  S: 4271 E: 4272  |||  DT
专利  |||  S: 4272 E: 4274  |||  NN
公开  |||  S: 4274 E: 4276  |||  NN
涉及  |||  S: 4276 E: 4278  |||  VV
一  |||  S: 4278 E: 4279  |||  CD
种  |||  S: 4279 E: 4280  |||  M
可  |||  S: 4280 E: 4281  |||  VV
流动  |||  S: 4281 E: 4283  |||  VV
的  |||  S: 4283 E: 4284  |||  DEC
颗粒  |||  S: 4284 E: 4286  |||  NN
状  |||  S: 4286 E: 4287  |||  NN
聚合物  |||  S: 4287 E: 4290  |||  NN
金属  |||  S: 4290 E: 4292  |||  NN
混合物  |||  S: 4292 E: 4295  |||  NN
，  |||  S: 4295 E: 4296  |||  PU
它  |||  S: 4296 E: 4297  |||  PN
能  |||  S: 4297 E: 4298  |||  VV
导热  |||  S: 4298 E: 4300  |||  VV
，  |||  S: 4300 E: 4301  |||  PU
特别  |||  S: 4301 E: 4303  |||  AD
适用于  |||  S: 4303 E: 4306  |||  VV
高压  |||  S: 4306 E: 4308  |||  NN
、  |||  S: 4308 E: 4309  |||  PU
高温  |||  S: 4309 E: 4311  |||  NN
的  |||  S: 4311 E: 4312  |||  DEC
模塑  |||  S: 4312 E: 4314  |||  NN
过程  |||  S: 4314 E: 4316  |||  NN
作为  |||  S: 4316 E: 4318  |||  P
加压  |||  S: 4318 E: 4320  |||  VV
介质  |||  S: 4320 E: 4322  |||  NN
。  |||  S: 4322 E: 4323  |||  PU
该  |||  S: 4323 E: 4324  |||  DT
材料  |||  S: 4324 E: 4326  |||  NN
包含  |||  S: 4326 E: 4328  |||  VV
一  |||  S: 4328 E: 4329  |||  CD
种  |||  S: 4329 E: 4330  |||  M
基本上  |||  S: 4330 E: 4333  |||  AD
均匀  |||  S: 4333 E: 4335  |||  VA
的  |||  S: 4335 E: 4336  |||  DEC
混合物  |||  S: 4336 E: 4339  |||  NN
，  |||  S: 4339 E: 4340  |||  PU
有  |||  S: 4340 E: 4341  |||  VE
20  |||  S: 4341 E: 4343  |||  CD
～  |||  S: 4343 E: 4344  |||  PU
90%  |||  S: 4344 E: 4347  |||  CD
固体  |||  S: 4347 E: 4349  |||  NN
可  |||  S: 4349 E: 4350  |||  VV
流动  |||  S: 4350 E: 4352  |||  VV
的  |||  S: 4352 E: 4353  |||  DEC
颗粒  |||  S: 4353 E: 4355  |||  NN
状硅  |||  S: 4355 E: 4357  |||  NN
橡胶  |||  S: 4357 E: 4359  |||  NN
，  |||  S: 4359 E: 4360  |||  PU
这  |||  S: 4360 E: 4361  |||  DT
种  |||  S: 4361 E: 4362  |||  M
硅橡胶  |||  S: 4362 E: 4365  |||  NN
在  |||  S: 4365 E: 4366  |||  P
室温  |||  S: 4366 E: 4368  |||  NN
和  |||  S: 4368 E: 4369  |||  CC
在  |||  S: 4369 E: 4370  |||  P
10  |||  S: 4370 E: 4372  |||  CD
.  |||  S: 4372 E: 4373  |||  PU
43  |||  S: 4373 E: 4375  |||  CD
MPa  |||  S: 4375 E: 4378  |||  NN
压力  |||  S: 4378 E: 4380  |||  NN
作用  |||  S: 4380 E: 4382  |||  NN
下  |||  S: 4382 E: 4383  |||  LC
，  |||  S: 4383 E: 4384  |||  PU
通过  |||  S: 4384 E: 4386  |||  P
一  |||  S: 4386 E: 4387  |||  CD
根  |||  S: 4387 E: 4388  |||  M
直径  |||  S: 4388 E: 4390  |||  NN
1  |||  S: 4390 E: 4391  |||  CD
.  |||  S: 4391 E: 4392  |||  PU
1cm  |||  S: 4392 E: 4395  |||  NN
，  |||  S: 4395 E: 4396  |||  PU
长  |||  S: 4396 E: 4397  |||  AD
为  |||  S: 4397 E: 4398  |||  VC
7  |||  S: 4398 E: 4399  |||  CD
.  |||  S: 4399 E: 4400  |||  PU
6  |||  S: 4400 E: 4401  |||  CD
cm  |||  S: 4401 E: 4403  |||  M
的  |||  S: 4403 E: 4404  |||  DEC
管子  |||  S: 4404 E: 4406  |||  NN
时  |||  S: 4406 E: 4407  |||  LC
的  |||  S: 4407 E: 4408  |||  DEG
标称  |||  S: 4408 E: 4410  |||  NN
流动  |||  S: 4410 E: 4412  |||  NN
速度  |||  S: 4412 E: 4414  |||  NN
至少  |||  S: 4414 E: 4416  |||  AD
为  |||  S: 4416 E: 4417  |||  VC
0  |||  S: 4417 E: 4418  |||  CD
.  |||  S: 4418 E: 4419  |||  PU
6  |||  S: 4419 E: 4420  |||  CD
g/s  |||  S: 4420 E: 4423  |||  M
。  |||  S: 4423 E: 4424  |||  PU
该  |||  S: 4424 E: 4425  |||  DT
材料  |||  S: 4425 E: 4427  |||  NN
还  |||  S: 4427 E: 4428  |||  AD
包含  |||  S: 4428 E: 4430  |||  VV
10  |||  S: 4430 E: 4432  |||  CD
～  |||  S: 4432 E: 4433  |||  PU
80%  |||  S: 4433 E: 4436  |||  CD
导热性  |||  S: 4436 E: 4439  |||  JJ
金属  |||  S: 4439 E: 4441  |||  NN
颗粒  |||  S: 4441 E: 4443  |||  NN
，  |||  S: 4443 E: 4444  |||  PU
其  |||  S: 4444 E: 4445  |||  PN
熔点  |||  S: 4445 E: 4447  |||  NN
小于  |||  S: 4447 E: 4449  |||  VV
将  |||  S: 4449 E: 4450  |||  BA
采用  |||  S: 4450 E: 4452  |||  VV
的  |||  S: 4452 E: 4453  |||  DEC
模塑  |||  S: 4453 E: 4455  |||  NN
温度  |||  S: 4455 E: 4457  |||  NN
，  |||  S: 4457 E: 4458  |||  PU
并且  |||  S: 4458 E: 4460  |||  CC
它  |||  S: 4460 E: 4461  |||  PN
基本上  |||  S: 4461 E: 4464  |||  AD
可  |||  S: 4464 E: 4465  |||  VV
与  |||  S: 4465 E: 4466  |||  P
上述  |||  S: 4466 E: 4468  |||  JJ
硅橡  |||  S: 4468 E: 4470  |||  NN
胶化学  |||  S: 4470 E: 4473  |||  NN
相容  |||  S: 4473 E: 4475  |||  NN
。  |||  S: 4475 E: 4476  |||  PU
本  |||  S: 4476 E: 4477  |||  DT
发明  |||  S: 4477 E: 4479  |||  NN
的  |||  S: 4479 E: 4480  |||  DEG
另  |||  S: 4480 E: 4481  |||  DT
一  |||  S: 4481 E: 4482  |||  CD
方面  |||  S: 4482 E: 4484  |||  NN
涉及  |||  S: 4484 E: 4486  |||  VV
一  |||  S: 4486 E: 4487  |||  CD
种  |||  S: 4487 E: 4488  |||  M
模塑  |||  S: 4488 E: 4490  |||  NN
方法  |||  S: 4490 E: 4492  |||  NN
，  |||  S: 4492 E: 4493  |||  PU
即  |||  S: 4493 E: 4494  |||  AD
使用  |||  S: 4494 E: 4496  |||  VV
一  |||  S: 4496 E: 4497  |||  CD
种  |||  S: 4497 E: 4498  |||  M
加压  |||  S: 4498 E: 4500  |||  VV
介质  |||  S: 4500 E: 4502  |||  NN
，  |||  S: 4502 E: 4503  |||  PU
借助于  |||  S: 4503 E: 4506  |||  VV
其中  |||  S: 4506 E: 4508  |||  NN
的  |||  S: 4508 E: 4509  |||  DEG
金属  |||  S: 4509 E: 4511  |||  NN
颗粒  |||  S: 4511 E: 4513  |||  NN
传热  |||  S: 4513 E: 4515  |||  VV
给  |||  S: 4515 E: 4516  |||  VV
制品  |||  S: 4516 E: 4518  |||  NN
前  |||  S: 4518 E: 4519  |||  JJ
体  |||  S: 4519 E: 4520  |||  NN
，  |||  S: 4520 E: 4521  |||  PU
在  |||  S: 4521 E: 4522  |||  P
高温  |||  S: 4522 E: 4524  |||  NN
下  |||  S: 4524 E: 4525  |||  LC
把  |||  S: 4525 E: 4526  |||  BA
制品  |||  S: 4526 E: 4528  |||  NN
前体  |||  S: 4528 E: 4530  |||  NN
模塑  |||  S: 4530 E: 4532  |||  VV
成  |||  S: 4532 E: 4533  |||  VV
制品  |||  S: 4533 E: 4535  |||  NN
。  |||  S: 4535 E: 4536  |||  PU
该  |||  S: 4536 E: 4537  |||  DT
方法  |||  S: 4537 E: 4539  |||  NN
是  |||  S: 4539 E: 4540  |||  VC
把  |||  S: 4540 E: 4541  |||  BA
制品  |||  S: 4541 E: 4543  |||  NN
前体  |||  S: 4543 E: 4545  |||  NN
放进  |||  S: 4545 E: 4547  |||  VV
压力  |||  S: 4547 E: 4549  |||  NN
容器  |||  S: 4549 E: 4551  |||  NN
中  |||  S: 4551 E: 4552  |||  LC
，  |||  S: 4552 E: 4553  |||  PU
以  |||  S: 4553 E: 4554  |||  P
基本上  |||  S: 4554 E: 4557  |||  AD
均匀  |||  S: 4557 E: 4559  |||  VA
的  |||  S: 4559 E: 4560  |||  DEC
混合物  |||  S: 4560 E: 4563  |||  NN
充分  |||  S: 4563 E: 4565  |||  AD
地  |||  S: 4565 E: 4566  |||  DEV
填充  |||  S: 4566 E: 4568  |||  VV
该  |||  S: 4568 E: 4569  |||  DT
容器  |||  S: 4569 E: 4571  |||  NN
。  |||  S: 4571 E: 4572  |||  PU
该  |||  S: 4572 E: 4573  |||  DT
混合物  |||  S: 4573 E: 4576  |||  NN
包含  |||  S: 4576 E: 4578  |||  VV
一  |||  S: 4578 E: 4579  |||  CD
种  |||  S: 4579 E: 4580  |||  M
固体  |||  S: 4580 E: 4582  |||  NN
可  |||  S: 4582 E: 4583  |||  VV
流动  |||  S: 4583 E: 4585  |||  VV
的  |||  S: 4585 E: 4586  |||  DEC
聚合物  |||  S: 4586 E: 4589  |||  NN
介质  |||  S: 4589 E: 4591  |||  NN
和  |||  S: 4591 E: 4592  |||  CC
导热性  |||  S: 4592 E: 4595  |||  NN
金属  |||  S: 4595 E: 4597  |||  NN
颗粒  |||  S: 4597 E: 4599  |||  NN
，  |||  S: 4599 E: 4600  |||  PU
金属  |||  S: 4600 E: 4602  |||  NN
颗粒  |||  S: 4602 E: 4604  |||  NN
的  |||  S: 4604 E: 4605  |||  DEG
熔点  |||  S: 4605 E: 4607  |||  NN
比  |||  S: 4607 E: 4608  |||  P
上述  |||  S: 4608 E: 4610  |||  JJ
的  |||  S: 4610 E: 4611  |||  DEG
高温  |||  S: 4611 E: 4613  |||  NN
要  |||  S: 4613 E: 4614  |||  AD
低  |||  S: 4614 E: 4615  |||  VA
，  |||  S: 4615 E: 4616  |||  PU
并且  |||  S: 4616 E: 4618  |||  CC
它  |||  S: 4618 E: 4619  |||  PN
基本上  |||  S: 4619 E: 4622  |||  AD
也  |||  S: 4622 E: 4623  |||  AD
可  |||  S: 4623 E: 4624  |||  VV
与  |||  S: 4624 E: 4625  |||  P
上述  |||  S: 4625 E: 4627  |||  JJ
聚合物  |||  S: 4627 E: 4630  |||  NN
介质  |||  S: 4630 E: 4632  |||  NN
化学  |||  S: 4632 E: 4634  |||  NN
相容  |||  S: 4634 E: 4636  |||  NN
。  |||  S: 4636 E: 4637  |||  PU
该  |||  S: 4637 E: 4638  |||  DT
混合物  |||  S: 4638 E: 4641  |||  NN
被  |||  S: 4641 E: 4642  |||  SB
处于  |||  S: 4642 E: 4644  |||  VV
等于  |||  S: 4644 E: 4646  |||  VV
或  |||  S: 4646 E: 4647  |||  CC
高于  |||  S: 4647 E: 4649  |||  VV
其  |||  S: 4649 E: 4650  |||  PN
金属  |||  S: 4650 E: 4652  |||  NN
熔点  |||  S: 4652 E: 4654  |||  NN
的  |||  S: 4654 E: 4655  |||  DEG
温度  |||  S: 4655 E: 4657  |||  NN
下  |||  S: 4657 E: 4658  |||  LC
，  |||  S: 4658 E: 4659  |||  PU
因此  |||  S: 4659 E: 4661  |||  AD
对  |||  S: 4661 E: 4662  |||  P
上述  |||  S: 4662 E: 4664  |||  JJ
制品  |||  S: 4664 E: 4666  |||  NN
前  |||  S: 4666 E: 4667  |||  JJ
体  |||  S: 4667 E: 4668  |||  NN
的  |||  S: 4668 E: 4669  |||  DEG
表面  |||  S: 4669 E: 4671  |||  NN
上  |||  S: 4671 E: 4672  |||  LC
产生  |||  S: 4672 E: 4674  |||  VV
基本上  |||  S: 4674 E: 4677  |||  AD
均匀  |||  S: 4677 E: 4679  |||  VA
的  |||  S: 4679 E: 4680  |||  DEC
预定  |||  S: 4680 E: 4682  |||  JJ
介质  |||  S: 4682 E: 4684  |||  NN
压力  |||  S: 4684 E: 4686  |||  NN
。  |||  S: 4686 E: 4687  |||  PU
本  |||  S: 4687 E: 4688  |||  DT
发明  |||  S: 4688 E: 4690  |||  NN
提供  |||  S: 4690 E: 4692  |||  VV
了  |||  S: 4692 E: 4693  |||  AS
一  |||  S: 4693 E: 4694  |||  CD
种  |||  S: 4694 E: 4695  |||  M
导热  |||  S: 4695 E: 4697  |||  NN
而且  |||  S: 4697 E: 4699  |||  CC
可  |||  S: 4699 E: 4700  |||  VV
流动  |||  S: 4700 E: 4702  |||  VV
的  |||  S: 4702 E: 4703  |||  DEC
加压  |||  S: 4703 E: 4705  |||  NN
介质  |||  S: 4705 E: 4707  |||  NN
，  |||  S: 4707 E: 4708  |||  PU
在  |||  S: 4708 E: 4709  |||  P
模塑  |||  S: 4709 E: 4711  |||  NN
技术  |||  S: 4711 E: 4713  |||  NN
领域  |||  S: 4713 E: 4715  |||  NN
中  |||  S: 4715 E: 4716  |||  LC
取得  |||  S: 4716 E: 4718  |||  VV
了  |||  S: 4718 E: 4719  |||  AS
显著  |||  S: 4719 E: 4721  |||  VA
的  |||  S: 4721 E: 4722  |||  DEC
进步  |||  S: 4722 E: 4724  |||  NN
。  |||  S: 4724 E: 4725  |||  PU
上述  |||  S: 4725 E: 4727  |||  JJ
目的  |||  S: 4727 E: 4729  |||  NN
和  |||  S: 4729 E: 4730  |||  CC
其它  |||  S: 4730 E: 4732  |||  DT
的  |||  S: 4732 E: 4733  |||  DEG
发明  |||  S: 4733 E: 4735  |||  NN
目的  |||  S: 4735 E: 4737  |||  NN
、  |||  S: 4737 E: 4738  |||  PU
特征  |||  S: 4738 E: 4740  |||  NN
和  |||  S: 4740 E: 4741  |||  CC
优点  |||  S: 4741 E: 4743  |||  NN
，  |||  S: 4743 E: 4744  |||  PU
在  |||  S: 4744 E: 4745  |||  P
说明书  |||  S: 4745 E: 4748  |||  NN
、  |||  S: 4748 E: 4749  |||  PU
权利  |||  S: 4749 E: 4751  |||  NN
要求  |||  S: 4751 E: 4753  |||  NN
书  |||  S: 4753 E: 4754  |||  NN
以及  |||  S: 4754 E: 4756  |||  CC
描述  |||  S: 4756 E: 4758  |||  VV
本  |||  S: 4758 E: 4759  |||  DT
发明  |||  S: 4759 E: 4761  |||  NN
的  |||  S: 4761 E: 4762  |||  DEG
一  |||  S: 4762 E: 4763  |||  CD
个  |||  S: 4763 E: 4764  |||  M
实施例  |||  S: 4764 E: 4767  |||  NN
的  |||  S: 4767 E: 4768  |||  DEG
附图  |||  S: 4768 E: 4770  |||  NN
中  |||  S: 4770 E: 4771  |||  LC
将  |||  S: 4771 E: 4772  |||  AD
可  |||  S: 4772 E: 4773  |||  VV
明  |||  S: 4773 E: 4774  |||  AD
显看  |||  S: 4774 E: 4776  |||  VV
清楚  |||  S: 4776 E: 4778  |||  NN
。  |||  S: 4778 E: 4779  |||  PU
附图  |||  S: 4779 E: 4781  |||  NN
表示  |||  S: 4781 E: 4783  |||  VV
了  |||  S: 4783 E: 4784  |||  AS
完成  |||  S: 4784 E: 4786  |||  VV
本  |||  S: 4786 E: 4787  |||  DT
发明  |||  S: 4787 E: 4789  |||  NN
模塑  |||  S: 4789 E: 4791  |||  NN
方法  |||  S: 4791 E: 4793  |||  NN
的  |||  S: 4793 E: 4794  |||  DEC
设备  |||  S: 4794 E: 4796  |||  NN
的  |||  S: 4796 E: 4797  |||  DEG
局部  |||  S: 4797 E: 4799  |||  NN
剖视  |||  S: 4799 E: 4801  |||  VV
透视图  |||  S: 4801 E: 4804  |||  NN
，  |||  S: 4804 E: 4805  |||  PU
该  |||  S: 4805 E: 4806  |||  DT
方法  |||  S: 4806 E: 4808  |||  NN
采用  |||  S: 4808 E: 4810  |||  VV
加热  |||  S: 4810 E: 4812  |||  NN
装置  |||  S: 4812 E: 4814  |||  NN
控制  |||  S: 4814 E: 4816  |||  VV
聚合物  |||  S: 4816 E: 4819  |||  NN
介质  |||  S: 4819 E: 4821  |||  NN
金属  |||  S: 4821 E: 4823  |||  NN
混合物  |||  S: 4823 E: 4826  |||  NN
的  |||  S: 4826 E: 4827  |||  DEG
温度  |||  S: 4827 E: 4829  |||  NN
、  |||  S: 4829 E: 4830  |||  PU
也  |||  S: 4830 E: 4831  |||  CC
可以  |||  S: 4831 E: 4833  |||  VV
采用  |||  S: 4833 E: 4835  |||  VV
机械  |||  S: 4835 E: 4837  |||  NN
装置  |||  S: 4837 E: 4839  |||  NN
（  |||  S: 4839 E: 4840  |||  PU
如  |||  S: 4840 E: 4841  |||  P
柱塞  |||  S: 4841 E: 4843  |||  NN
）  |||  S: 4843 E: 4844  |||  PU
来  |||  S: 4844 E: 4845  |||  MSP
控制  |||  S: 4845 E: 4847  |||  VV
加  |||  S: 4847 E: 4848  |||  VV
在  |||  S: 4848 E: 4849  |||  P
待  |||  S: 4849 E: 4850  |||  VV
模塑  |||  S: 4850 E: 4852  |||  NN
制品  |||  S: 4852 E: 4854  |||  NN
上  |||  S: 4854 E: 4855  |||  LC
的  |||  S: 4855 E: 4856  |||  DEG
压力  |||  S: 4856 E: 4858  |||  NN
。  |||  S: 4858 E: 4859  |||  PU
在  |||  S: 4859 E: 4860  |||  P
本  |||  S: 4860 E: 4861  |||  DT
发明  |||  S: 4861 E: 4863  |||  NN
中  |||  S: 4863 E: 4864  |||  LC
使用  |||  S: 4864 E: 4866  |||  VV
的  |||  S: 4866 E: 4867  |||  DEC
特定  |||  S: 4867 E: 4869  |||  JJ
的  |||  S: 4869 E: 4870  |||  DEG
聚合物  |||  S: 4870 E: 4873  |||  NN
介质  |||  S: 4873 E: 4875  |||  NN
金属  |||  S: 4875 E: 4877  |||  NN
混合物  |||  S: 4877 E: 4880  |||  NN
是  |||  S: 4880 E: 4881  |||  VC
本  |||  S: 4881 E: 4882  |||  DT
发明  |||  S: 4882 E: 4884  |||  NN
的  |||  S: 4884 E: 4885  |||  DEG
一  |||  S: 4885 E: 4886  |||  CD
个  |||  S: 4886 E: 4887  |||  M
关键  |||  S: 4887 E: 4889  |||  NN
组成  |||  S: 4889 E: 4891  |||  VV
部分  |||  S: 4891 E: 4893  |||  NN
。  |||  S: 4893 E: 4894  |||  PU
它  |||  S: 4894 E: 4895  |||  PN
对  |||  S: 4895 E: 4896  |||  P
温度  |||  S: 4896 E: 4898  |||  NN
和  |||  S: 4898 E: 4899  |||  CC
压力  |||  S: 4899 E: 4901  |||  NN
